employer_name,decision,expansion,confidence,verified,evidence,why
TRAMMO,keep_as_is,,medium,,"Trammo, Inc. is the firm's current trading name (New York commodity trading)","Trammo is the company's current official name (adopted from Transammonia); New York HQ with COMMODITY TRADING donors matches. Trading name, not an acronym."
TRANZPORT,keep_as_is,,low,,,Stylized word trading name rather than an acronym; no HQ resolved and no public expansion identified.
TREDWAY,keep_as_is,,medium,,no search needed — firm's own trading name,"Tredway is the actual trading name of a New York affordable-housing developer, matching the AFFORDABLE HOUSING RE DEVELOPER donor in Larchmont NY."
TRENDERA,keep_as_is,,medium,,no search needed — coined brand name,"Coined brand name of a trend-forecasting research firm, consistent with the RESEARCH occupation; not an acronym a reader needs expanded."
TRIBETALK,keep_as_is,,high,,"https://tribetalk.org/ ; ProPublica Nonprofit Explorer: 'Tribetalk Inc', Newton, MA","TribeTalk is the organization's own registered name, not an acronym; IRS records show TribeTalk Inc in Newton MA, exactly matching the donor city, and the ANTISEMITISM EDUCATOR occupation matches its mission."
TRIGRAM,keep_as_is,,medium,,no search needed — word-style brand name,"A real English word used as a firm name, not an initialism; CONSULTANT donor context gives no alternative expansion to apply."
TRILLER,keep_as_is,,high,,well-known brand,Triller is the public brand name of the video/social app company; resolved HQ Beverly Hills CA matches the Woodland Hills CA ENTREPRENEUR donor. Decided without search.
TRINET,keep_as_is,,high,,no search needed - public company trading name,TriNet Group is the HR/PEO company's real trading name and is readable as-is; Dublin CA HQ matches. Decided without search.
TRISPAN,keep_as_is,,high,,"https://www.trispanllp.com/ — TriSpan, private equity firm with New York and London offices",TriSpan is the firm's actual trading name (not an acronym); New York HQ matches the investment-manager donors in Brooklyn NY.
TTEC,keep_as_is,,high,,"https://www.ttec.com/ — site self-identifies as 'TTEC', a global customer experience technology and services company","Official site presents the company simply as 'TTEC' — it is the firm's actual corporate and NASDAQ name (formerly TeleTech), not an unexpanded acronym; the CEO donor in Greenwood Village CO matches TTEC's Colorado base."
TURNKEY,keep_as_is,,medium,,,Readable word name used as a startup brand; the CTO/co-founder donor context gives no alternate expansion to apply.
TWILLORY,keep_as_is,,high,,"https://twillory.com — Twillory performance menswear, retail store at 461 Central Ave, Cedarhurst NY","Twillory is a coined consumer brand, not an acronym; the Woodmere NY donors are in the Five Towns immediately adjacent to the company's Cedarhurst store, which corroborates the match."
UKG,keep_as_is,,medium,,"https://en.wikipedia.org/wiki/UKG — UKG (Ultimate Kronos Group), HQ Lowell MA and Weston FL","UKG is the company's official post-merger public name; the MA/FL donor split (Acton MA, Naples FL) loosely fits its dual HQ, but the resolved Westwood MA address does not match UKG, so corroboration is only partial — leave the recognized brand name alone."
UNC,keep_as_is,,medium,,,"Widely recognized university short name; Chapel Hill NC donor + Chapel Hill HQ confirm University of North Carolina, but 'UNC' is the common public name. No search used (rule: universities' common short names stay)."
UPFLEX,keep_as_is,,high,,,"Upflex is the company's actual trading name (flexible-workspace network), not an acronym; Culver City CA HQ is consistent. No search needed per obvious-brand rule."
VEARC,keep_as_is,,medium,,"VeARC — SaaS company for engineering testing/inspection workflow, a Long Arc Capital (New York PE firm) portfolio company",VeARC is a coined proper brand name with no acronym expansion; New York donor and OPERATING PARTNER occupation corroborate the Long Arc Capital portfolio company but yield no fuller name.
VERBIT,keep_as_is,,high,,"No search needed — Verbit is a coined company name (Verbit.ai, AI transcription and captioning), not an acronym","There is no expansion to give: Verbit is the company's own trading name, and a New York MARKETING donor with a NY-area HQ is consistent with it."
VETTED,keep_as_is,,medium,,,"Reads as an ordinary trading name, and donor is SELF-EMPLOYED with no resolved HQ — falls under the small self-owned entity rule where no public expansion exists."
VILLAGEMD,keep_as_is,,high,,,"VillageMD is the company's actual public brand name, not an acronym; PHYSICIAN occupation and Greenwood Village CO HQ are consistent. No search needed."
VIRGIN,keep_as_is,,high,,,"Virgin is a globally recognized public brand; a reader understands it immediately. Obvious brand, no search needed."
WALDEN,keep_as_is,,low,,,Readable word name (many firms trade as Walden); a RETIRED Cincinnati donor gives no corroboration for any single expansion.
WALMART,keep_as_is,,high,,no search needed - well-known public brand,Walmart is one of the most recognized retail brands in the world; RETAIL donors and the Bentonville AR HQ match. Decided without search.
WASSERMAN,keep_as_is,,high,,no search (founder-named brand),"Founder-named trading name of the Los Angeles sports/talent agency (Casey Wasserman), corroborated by the CEO/CHAIRMAN occupation and Los Angeles HQ; decided without search per the founder-named-firm rule."
WAYPOINT,keep_as_is,,medium,,word-mark trading name; no single organization identified from row context,"An ordinary English word used as a trading name, not an opaque acronym; a reader can read it. Retired/sales donors in Illinois with an Odenton MD HQ do not pin down a single Waypoint entity, so no replacement is warranted."
WAYS2WELL,keep_as_is,,high,,no search (trading-name rule),"Ways2Well is the company's actual trading name (Austin, TX health-optimization clinic), matching the HEALTHCARE occupation and Austin donor; not an acronym."
WEITZMAN,keep_as_is,,medium,,founder-surname firm; Dallas HQ matches donor city and commercial real-estate occupations,Founder-named commercial real-estate firm (The Weitzman Group) — Dallas TX HQ with COMMERCIAL REAL ESTATE EXECUTIVE and EXECUTIVE CHAIRMAN donors in Dallas; surname trading name needs no expansion.
WELLMED,keep_as_is,,high,,"no search (known brand, HQ corroborates)","WellMed is the actual brand of WellMed Medical Management (Austin TX HQ, large Florida footprint), matching both the resolved HQ and the Oldsmar FL PHYSICIAN donor; a compound word, not an opaque acronym."
WELLMEDFL,keep_as_is,,medium,,,"Reads as 'WellMed FL' — the WellMed brand plus a state suffix, already intelligible to a reader; PHYSICIAN occupation and Florida HQ/donor location are consistent. Not an opaque acronym."
WELLPATH,keep_as_is,,high,,"no search (known brand, HQ corroborates)","Wellpath is the company's real trading name (Franklin, TN correctional/behavioral healthcare provider), matching the resolved HQ and HEALTHCARE occupation; not an acronym."
WELLSTAR,keep_as_is,,high,,,"Wellstar Health System is the brand name, not an acronym — a reader recognizes it; Atlanta GA HQ and physician donors fit (no search needed)."
WESTAT,keep_as_is,,high,,,"Westat is the company's real registered and trading name (research firm), and the Rockville MD HQ matches it exactly. Not an acronym."
WESTCAP,keep_as_is,,high,,,"WestCap is the firm's actual trading name (investment firm), not an opaque acronym; FINANCE occupation is consistent. No search needed."
WEWORK,keep_as_is,,high,,"well-known public brand (WeWork Inc., New York)","WeWork is the coworking company's public brand; New York NY HQ and real-estate donors fit. Well-known brand, decided without search."
WGSN,keep_as_is,,high,,,WGSN is the trend-forecasting company's actual trading brand; it is how the business is publicly known. SALES occupation and New York HQ are consistent. No search needed.
WHEELS,keep_as_is,,medium,,"n/a — plain-word trading name; Wikipedia page for Wheels, Inc. returned 404","Wheels is the fleet-leasing company's actual trading name, not an acronym; expanding to 'Wheels, Inc.' would add no intelligibility, and the AI-resolved Cleveland, OH HQ does not match the company anyway."
WINDSOR,keep_as_is,,medium,,,"Not an acronym; Windsor is the trading name of the LA-area fashion retailer, and the FASHION / RETAIL EXECUTIVE donor in Beverly Hills fits. No expansion would add intelligibility."
WINTRUST,keep_as_is,,high,,,No search needed - Wintrust Financial is the Illinois bank holding company's real name; Schaumburg IL hq and BANKER donors in Evanston IL corroborate.
WIPRO,keep_as_is,,high,,"well-known public brand (Wipro Limited, NYSE: WIT)","Wipro is the IT services company's registered public brand (NYSE: WIT); consultant donors in Austin TX fit. Well-known brand, decided without search."
WITHUM,keep_as_is,,high,,"n/a — firm's actual trading name, no search needed per instructions","Withum is the firm's own public branding for WithumSmith+Brown; Princeton, NJ HQ matches and ACCOUNTANT/CPA donors fit. Decided without search (recognized accounting brand under its trading name)."
WOODNEXT,keep_as_is,,medium,,"https://woodnext.org/ — WoodNext Foundation, the Anthony and Susan Wood family office/foundation","WoodNext is already a readable proper name rather than an acronym, and the only fuller form ('WoodNext Foundation') adds no intelligibility; the New York FINANCE donor does not corroborate the San Francisco-based entity strongly enough to change the name."
WORKDAY,keep_as_is,,high,,,"Workday is the company's actual brand name, not an acronym; Pleasanton CA HQ fits (no search needed)."
WRITER,keep_as_is,,high,,"decided without search (occupation-as-employer self-employment entry, no HQ resolved)","No search needed — this is an occupation entered in the employer field by a self-employed filer (MEDICAL DOCTOR; RETIRED donors in West Hartford CT, no resolved_hq), not an acronym or a company with an expansion."
WTIC-TV,keep_as_is,,high,,,"Decided without a search: a broadcast call sign is the station's actual public identity, and the Hartford, CT HQ with a Bloomfield, CT retiree confirms the local station; readers identify TV stations by call sign."
WYSH,keep_as_is,,high,,https://www.wysh.com/ and https://coverager.com/company/wysh-life-and-health-insurance-company/,"Confirmed as Wysh, the direct-to-consumer life insurer owned by Northwestern Mutual, HQ Milwaukee WI matching the resolved HQ; a SALES occupation fits, and Wysh is the trading name rather than an acronym."
XOMETRY,keep_as_is,,high,,,"Xometry is a publicly traded on-demand manufacturing marketplace trading under its own coined name; not an acronym and has no fuller form. Known brand, decided without search."
YANOW,keep_as_is,,medium,,,Reads as a surname-based small business rather than an acronym; SALES in Brockton MA with no resolved HQ fits the founder-named/small-entity keep rule.
YARDSTICK,keep_as_is,,medium,,"No search performed (budget exhausted); Yardstick is an ordinary English word used as a trading name, not an initialism",There is no acronym to expand and the name is already readable; a CEO donor in Winnetka IL with no resolved HQ gives no basis to attach a longer corporate form.
